inst,cell,x_um,y_um,ir_orig_mV,ir_comp_mV,delta_mV
u1/g15665,AOI22xp5_ASAP7_75t_L,117.792,178.056,43.26,45.6,2.34
u0/g14034,AOI211xp5_ASAP7_75t_SL,172.44,151.056,43.26,,
u1/g30077,OAI21xp5_ASAP7_75t_SL,239.832,220.176,43.26,47.81,4.55
u0/g14120,INVx1_ASAP7_75t_SL,172.008,155.376,43.26,,
u0/g18850,XNOR2xp5_ASAP7_75t_SL,181.944,134.856,43.26,,
u1/FE_PHC4857_uk_K_r12_11,HB1xp67_ASAP7_75t_SL,269.856,243.936,43.26,47.06,3.8
u1/g18109,NAND2xp5_ASAP7_75t_SL,108.936,207.216,43.26,46.38,3.12
u0/g18744,INVx1_ASAP7_75t_SL,195.768,144.576,43.26,,
u2/FE_PHC1816_R2_2,HB2xp67_ASAP7_75t_SL,356.472,284.976,43.26,,
u0/u14_u0_g2007,OAI333xp33_ASAP7_75t_SL,156.024,141.336,43.26,42.52,-0.74
u1/FE_PHC6762_uk_K_r10_4,HB2xp67_ASAP7_75t_L,228.384,219.096,43.26,47.36,4.1
u1/uk_K_r1_reg\[55\],,,,43.26,44.92,1.66
u1/g12271,NOR4xp25_ASAP7_75t_SL,173.088,200.736,43.26,46.7,3.44
u1/FE_PHC4466_uk_K_r6_30,HB2xp67_ASAP7_75t_L,156.24,293.616,43.26,45.32,2.06
u1/FE_PHC7653_R5_20,HB2xp67_ASAP7_75t_L,125.352,276.336,43.26,47.5,4.24
u0/FE_PHC7789_R14_17,HB2xp67_ASAP7_75t_L,155.376,146.736,43.26,43.34,0.08
u0/u15_u0_g2063,NOR2xp33_ASAP7_75t_SL,151.488,140.256,43.26,42.58,-0.68
u1/u14_u5_g1877,OAI311xp33_ASAP7_75t_SL,262.512,331.416,43.26,43.6,0.34
u1/g17926,INVx1_ASAP7_75t_SL,125.568,269.856,43.26,47.85,4.59
u1/g29163,XNOR2xp5_ASAP7_75t_SL,104.832,215.856,43.26,46.6,3.34
u1/g28554,OR2x2_ASAP7_75t_SL,174.816,206.136,43.26,47.59,4.33
u2/FE_PHC8404_n_2971,HB1xp67_ASAP7_75t_SL,336.816,262.296,43.26,,
u1/u7_u2_g1988,AOI21xp5_ASAP7_75t_SL,163.584,200.736,43.26,47.0,3.74
u0/u15_u5_g1851,OR5x1_ASAP7_75t_SL,168.984,160.776,43.26,44.45,1.19
u1/u2_u0_g2031,NAND3xp33_ASAP7_75t_SL,122.976,184.536,43.26,40.48,-2.78
u1/g28834,AOI22xp5_ASAP7_75t_SL,202.896,293.616,43.26,47.43,4.17
u0/u14_u4_g2301,AOI32xp33_ASAP7_75t_SL,187.344,152.136,43.26,,
u1/g11177,AND2x2_ASAP7_75t_SL,172.656,198.576,43.25,46.56,3.31
u2/g12058,AOI22xp5_ASAP7_75t_L,281.736,349.776,43.25,41.22,-2.03
u2/u4_u7_g2510,INVx1_ASAP7_75t_SL,330.768,265.536,43.25,,
u1/g15926,XNOR2xp5_ASAP7_75t_SL,267.264,236.376,43.25,47.18,3.93
u0/u14_u2_g1985,AOI321xp33_ASAP7_75t_SL,168.336,142.416,43.25,,
u2/u4_u6_g1922,XOR2xp5_ASAP7_75t_SL,319.104,260.136,43.25,,
u0/u14_u2_g1996,OAI321xp33_ASAP7_75t_SL,165.96,142.416,43.25,,
u1/L2_reg\[9\],,,,43.25,45.29,2.04
u0/u15_u0_g2064,INVx1_ASAP7_75t_SL,150.624,140.256,43.25,42.55,-0.7
u2/g16140,NOR5xp2_ASAP7_75t_SL,364.032,282.816,43.25,,
u0/u14_u0_g2017,OAI33xp33_ASAP7_75t_SL,163.584,142.416,43.25,42.32,-0.93
u1/g15415,XNOR2xp5_ASAP7_75t_SL,138.096,176.976,43.25,45.51,2.26
u0/u14_u2_g1984,OAI321xp33_ASAP7_75t_SL,165.528,138.096,43.25,,
u1/FE_PHC3851_L11_22,HB3xp67_ASAP7_75t_L,233.784,307.656,43.25,48.11,4.86
u1/g15526,NOR2xp33_ASAP7_75t_SL,116.928,160.776,43.25,42.54,-0.71
u1/FE_PHC7993_uk_K_r1_25,HB1xp67_ASAP7_75t_SL,111.744,174.816,43.25,,
u0/u14_u2_g2010,XNOR2xp5_ASAP7_75t_SL,174.168,144.576,43.25,,
u1/uk_K_r12_reg\[9\],,,,43.25,48.03,4.78
u1/g16802,XNOR2xp5_ASAP7_75t_SL,254.52,310.896,43.25,46.32,3.07
u1/u2_u2_g2019,NOR2xp33_ASAP7_75t_SL,106.128,179.136,43.25,44.6,1.35
u1/L1_reg\[28\],,,,43.25,45.53,2.28
u0/g18718,NOR2xp33_ASAP7_75t_SL,193.824,144.576,43.25,,
u0/u14_u4_g2316,AND2x2_ASAP7_75t_SL,187.56,153.216,43.25,42.27,-0.98
u1/u14_u5_g1890,AO32x1_ASAP7_75t_SL,259.92,329.256,43.25,43.96,0.71
u1/g30812,O2A1O1Ixp33_ASAP7_75t_SL,107.64,248.256,43.25,47.57,4.32
u1/CTS_ccl_a_buf_00249,BUFx5_ASAP7_75t_SL,90.576,197.496,43.25,45.39,2.14
u0/u15_u0_g2058,NOR2xp33_ASAP7_75t_SL,149.328,140.256,43.24,42.57,-0.67
u0/u13_u0_g2020,AOI22xp5_ASAP7_75t_SL,184.32,138.096,43.24,,
u2/uk_K_r4_reg\[30\],,,,43.24,40.37,-2.87
u2/g16120,XNOR2xp5_ASAP7_75t_SL,309.384,248.256,43.24,,
u1/g16460,XNOR2xp5_ASAP7_75t_SL,125.136,155.376,43.24,43.31,0.07
u1/g30158,NOR2xp33_ASAP7_75t_SL,248.256,222.336,43.24,47.74,4.5
u1/g18120,NAND2xp5_ASAP7_75t_SL,110.232,216.936,43.24,42.49,-0.75
u1/u5_u0_g2074,NOR2xp33_ASAP7_75t_SL,116.712,264.456,43.24,47.53,4.29
u0/uk_K_r14_reg\[0\],,,,43.24,42.49,-0.75
u1/g18027,OA211x2_ASAP7_75t_SL,107.424,205.056,43.24,46.25,3.01
u0/u14_u6_g1906,AOI22xp5_ASAP7_75t_SL,197.496,178.056,43.24,,
u0/u15_u6_g1903,OAI22xp5_ASAP7_75t_SL,187.344,188.856,43.24,44.69,1.45
u1/g18273,INVx1_ASAP7_75t_SL,114.336,206.136,43.24,44.39,1.15
u1/FE_PHC7285_uk_K_r13_12,HB2xp67_ASAP7_75t_SL,278.712,250.416,43.24,44.13,0.89
u2/u4_u6_g1893,AOI221xp5_ASAP7_75t_SL,324.72,257.976,43.24,,
u1/g30267,AOI211xp5_ASAP7_75t_SL,226.008,213.696,43.24,47.83,4.59
u1/uk_K_r14_reg\[15\],,,,43.24,45.61,2.37
u0/u15_u4_g2280,AO21x1_ASAP7_75t_SL,157.968,158.616,43.24,44.33,1.09
u1/u4_u2_g1984,AOI311xp33_ASAP7_75t_SL,105.696,229.896,43.24,47.31,4.07
u0/u14_u2_g1992,O2A1O1Ixp33_ASAP7_75t_SL,172.872,143.496,43.24,,
u1/u2_u2_g1998,OAI22xp5_ASAP7_75t_SL,105.696,182.376,43.24,44.75,1.51
u2/u5_u7_g2549,NOR2xp33_ASAP7_75t_SL,296.856,242.856,43.24,,
u1/g11346,AO22x1_ASAP7_75t_SL,130.752,283.896,43.24,46.81,3.57
u1/FE_PHC5999_L5_31,HB1xp67_ASAP7_75t_SL,122.328,272.016,43.24,47.3,4.06
u2/u1_u5_g1881,OA21x2_ASAP7_75t_SL,295.776,365.976,43.24,,
u1/u5_u0_g2033,AOI211xp5_ASAP7_75t_SL,122.112,266.616,43.24,47.77,4.53
u1/FE_PHC2303_uk_K_r10_9,HB2xp67_ASAP7_75t_SL,229.032,304.416,43.24,48.02,4.78
u1/u5_u0_g2056,AOI22xp5_ASAP7_75t_SL,114.984,263.376,43.24,47.58,4.34
u1/uk_K_r11_reg\[28\],,,,43.24,48.05,4.81
u1/u4_u2_g1987,AO21x1_ASAP7_75t_SL,105.696,230.976,43.24,47.32,4.08
u2/u5_u7_g2486,OAI211xp5_ASAP7_75t_SL,295.56,242.856,43.24,,
u1/g15645,AOI22xp5_ASAP7_75t_SL,114.552,184.536,43.24,45.73,2.49
u1/L1_reg\[31\],,,,43.24,44.66,1.42
u0/u15_u0_g1990,OAI321xp33_ASAP7_75t_SL,144.144,141.336,43.24,42.73,-0.51
u1/g28904,XNOR2xp5_ASAP7_75t_SL,154.728,294.696,43.24,48.12,4.88
u1/u4_u2_g2038,INVx1_ASAP7_75t_SL,106.992,232.056,43.24,47.24,4.0
u1/g11860,XNOR2xp5_ASAP7_75t_SL,129.888,146.736,43.23,41.19,-2.04
u1/FE_PHC7565_R0_27,HB1xp67_ASAP7_75t_L,143.064,189.936,43.23,46.72,3.49
u2/u1_u5_g1882,OAI31xp33_ASAP7_75t_SL,303.336,372.456,43.23,,
u1/L5_reg\[24\],,,,43.23,47.29,4.06
u1/uk_K_r8_reg\[35\],,,,43.23,48.11,4.88
u2/g15927,AND2x2_ASAP7_75t_SL,367.272,287.136,43.23,,
u2/FE_PHC5694_L3_4,HB1xp67_ASAP7_75t_SL,340.92,268.776,43.23,,
u0/u14_u6_g1912,NOR2xp33_ASAP7_75t_SL,194.04,180.216,43.23,43.96,0.73
u1/g12285,O2A1O1Ixp33_ASAP7_75t_SL,181.512,203.976,43.23,47.42,4.19
u1/FE_PHC445_L1_8,HB2xp67_ASAP7_75t_L,120.168,176.976,43.23,44.13,0.9
u1/u6_u4_g2311,XOR2xp5_ASAP7_75t_SL,134.424,287.136,43.23,46.62,3.39
u1/g28914,XNOR2xp5_ASAP7_75t_SL,171.36,300.096,43.23,48.09,4.86
u1/g17024,INVx1_ASAP7_75t_SL,237.24,223.416,43.23,47.88,4.65
u2/u4_u4_g2252,AOI332xp33_ASAP7_75t_SL,329.472,260.136,43.23,,
u0/u13_u0_g2023,AOI22xp5_ASAP7_75t_SL,183.888,137.016,43.23,,
u1/FE_PHC6021_uk_K_r9_0,HB2xp67_ASAP7_75t_SL,217.584,305.496,43.23,48.06,4.83
u1/u7_u2_g1974,O2A1O1Ixp33_ASAP7_75t_SL,158.832,199.656,43.23,46.95,3.72
u0/u15_u5_g1886,INVx1_ASAP7_75t_SL,171.36,160.776,43.23,43.22,-0.01
u1/g30514,AOI211xp5_ASAP7_75t_SL,210.888,209.376,43.23,47.71,4.48
u1/g30685,NOR2xp33_ASAP7_75t_SL,211.536,210.456,43.23,47.85,4.62
u1/R3_reg\[14\],,,,43.23,47.42,4.19
u1/g11168,AO22x1_ASAP7_75t_SL,179.784,205.056,43.23,47.62,4.39
u2/g15336,AOI22xp5_ASAP7_75t_L,308.088,248.256,43.23,,
u1/FE_PHC6554_L0_16,HB1xp67_ASAP7_75t_SL,127.512,167.256,43.23,44.37,1.14
u2/FE_PHC7604_uk_K_r0_14,HB3xp67_ASAP7_75t_L,293.184,354.096,43.23,,
u0/FE_PHC8721_uk_K_r13_51,HB1xp67_ASAP7_75t_SL,197.928,161.856,43.22,42.57,-0.65
u0/FE_PHC629_R12_3,HB3xp67_ASAP7_75t_SL,184.536,147.816,43.22,,
u1/g18086,AND3x1_ASAP7_75t_SL,107.64,207.216,43.22,46.33,3.11
u1/g29472,AOI22xp5_ASAP7_75t_SL,268.992,255.816,43.22,46.63,3.41
u1/uk_K_r6_reg\[29\],,,,43.22,47.53,4.31
u0/g14067,OAI21xp5_ASAP7_75t_SL,172.656,158.616,43.22,43.85,0.63
u0/u15_u6_g1870,OAI211xp5_ASAP7_75t_SL,185.832,192.096,43.22,40.51,-2.71
u2/u5_u7_g2488,OAI321xp33_ASAP7_75t_SL,301.176,245.016,43.22,,
u1/u9_u0_g2103,NOR2xp33_ASAP7_75t_SL,191.016,206.136,43.22,47.6,4.38
u0/u14_u4_g2296,OA21x2_ASAP7_75t_SL,187.344,151.056,43.22,42.07,-1.15
u1/u9_u0_g2091,AOI21xp5_ASAP7_75t_SL,183.24,205.056,43.22,46.39,3.17
u0/u14_u0_g2049,AOI21xp5_ASAP7_75t_SL,156.888,140.256,43.22,42.52,-0.7
u1/u4_u2_g2033,NAND2xp5_ASAP7_75t_SL,110.016,226.656,43.22,47.24,4.02
u1/u14_u5_g1872,OAI221xp5_ASAP7_75t_SL,255.816,327.096,43.22,44.53,1.31
u1/g30509,OAI321xp33_ASAP7_75t_SL,212.184,211.536,43.22,47.81,4.59
u2/u5_u7_g2477,OAI211xp5_ASAP7_75t_SL,299.664,243.936,43.22,,
u1/g18270,INVx1_ASAP7_75t_SL,133.344,185.616,43.22,46.74,3.52
u1/g18022,XNOR2xp5_ASAP7_75t_SL,107.424,219.096,43.22,44.88,1.66
u0/g14220,XNOR2xp5_ASAP7_75t_SL,181.944,131.616,43.22,,
u1/g14079,OA21x2_ASAP7_75t_SL,200.52,207.216,43.22,47.55,4.33
u1/u5_u0_g2038,AOI21xp5_ASAP7_75t_SL,119.088,265.536,43.22,47.74,4.52
u1/g29490,AOI22xp5_ASAP7_75t_SL,117.576,211.536,43.22,47.09,3.87
u0/FE_PHC2294_R14_23,HB2xp67_ASAP7_75t_SL,149.112,159.696,43.22,44.57,1.35
u1/u4_u2_g1985,OAI311xp33_ASAP7_75t_SL,106.992,234.216,43.22,47.24,4.02
u1/u6_u4_g2299,NAND2xp5_ASAP7_75t_SL,136.152,286.056,43.22,47.06,3.84
u1/g15489,OAI22xp5_ASAP7_75t_SL,122.976,157.536,43.22,42.21,-1.01
u1/u5_u0_g2066,AOI22xp5_ASAP7_75t_SL,114.336,259.056,43.22,46.92,3.7
u1/g30838,INVx1_ASAP7_75t_SL,109.152,247.176,43.22,46.71,3.49
u1/g11131,XOR2xp5_ASAP7_75t_SL,224.928,297.936,43.22,48.06,4.84
u2/g16004,INVx1_ASAP7_75t_SL,365.328,283.896,43.22,,
u0/u14_u2_g1986,AO331x1_ASAP7_75t_SL,171.144,142.416,43.22,42.05,-1.17
u1/L9_reg\[13\],,,,43.22,47.54,4.32
u0/FE_PHC6132_L12_28,HB1xp67_ASAP7_75t_SL,190.152,122.976,43.21,,
u1/u7_u2_g2021,INVx1_ASAP7_75t_SL,170.496,200.736,43.21,46.32,3.11
u1/u6_u4_g2318,NOR2xp33_ASAP7_75t_SL,137.88,287.136,43.21,47.0,3.79
u0/u15_u7_g2917,XNOR2xp5_ASAP7_75t_SL,186.912,172.656,43.21,39.4,-3.81
u1/g28802,OR2x2_ASAP7_75t_SL,109.368,246.096,43.21,47.69,4.48
u2/u5_u7_g2550,INVx1_ASAP7_75t_SL,304.848,247.176,43.21,,
u0/FE_PHC8227_n_4076,HB1xp67_ASAP7_75t_SL,158.4,161.856,43.21,44.75,1.54
u1/u7_u2_g1981,OAI32xp33_ASAP7_75t_SL,160.992,199.656,43.21,46.82,3.61
u1/g15449,OAI321xp33_ASAP7_75t_SL,120.168,158.616,43.21,42.9,-0.31
u1/FE_PHC6146_uk_K_r3_25,HB1xp67_ASAP7_75t_SL,114.768,235.296,43.21,47.7,4.49
u1/g15589,XNOR2xp5_ASAP7_75t_SL,103.968,176.976,43.21,43.33,0.12
u1/g30649,NOR2xp33_ASAP7_75t_SL,216.936,212.616,43.21,47.52,4.31
u1/g15491,OAI322xp33_ASAP7_75t_SL,119.952,157.536,43.21,42.87,-0.34
u0/u15_u6_g1895,OA22x2_ASAP7_75t_SL,184.32,193.176,43.21,45.0,1.79
u1/u4_u2_g1993,OAI321xp33_ASAP7_75t_SL,107.208,233.136,43.21,47.25,4.04
u0/u14_u0_g2003,OAI211xp5_ASAP7_75t_SL,161.64,141.336,43.21,42.26,-0.95
u2/u5_u7_g2485,OAI331xp33_ASAP7_75t_SL,301.176,246.096,43.21,,
u2/u5_u7_g2503,AOI31xp33_ASAP7_75t_SL,297.72,242.856,43.21,,
u1/FE_PHC7297_uk_K_r10_27,HB2xp67_ASAP7_75t_SL,228.384,214.776,43.21,47.8,4.59
u0/u14_u6_g1931,NAND2xp5_ASAP7_75t_SL,192.744,185.616,43.21,,
u1/g15577,NOR2xp33_ASAP7_75t_SL,116.064,160.776,43.21,42.53,-0.68
u1/g15593,XNOR2xp5_ASAP7_75t_SL,103.968,183.456,43.21,44.66,1.45
u2/u1_u6_g1908,XOR2xp5_ASAP7_75t_SL,316.08,375.696,43.21,,
u2/g16242,NOR2xp33_ASAP7_75t_SL,343.512,268.776,43.21,,
u1/u9_u0_g2114,NOR2xp33_ASAP7_75t_SL,187.344,206.136,43.21,47.61,4.4
u0/u14_u6_g1935,INVx1_ASAP7_75t_SL,197.928,179.136,43.21,,
u1/FE_PHC7299_uk_K_r1_32,HB2xp67_ASAP7_75t_L,124.704,169.416,43.21,44.95,1.74
u0/u14_u0_g2014,OAI322xp33_ASAP7_75t_SL,153.216,141.336,43.21,42.56,-0.65
u1/FE_PHC2069_uk_K_r8_46,HB2xp67_ASAP7_75t_SL,202.464,211.536,43.21,47.5,4.29
u0/u15_u0_g1999,A2O1A1Ixp33_ASAP7_75t_SL,145.872,141.336,43.21,42.67,-0.54
u1/g30638,INVx1_ASAP7_75t_SL,212.4,210.456,43.21,47.82,4.61
u1/FE_PHC5147_uk_K_r6_36,HB1xp67_ASAP7_75t_SL,156.456,295.776,43.2,48.08,4.88
u1/g14086,INVx1_ASAP7_75t_SL,195.336,240.696,43.2,47.99,4.79
u0/u13_u0_g2009,A2O1A1Ixp33_ASAP7_75t_SL,180.216,137.016,43.2,,
u2/g15917,AOI22xp5_ASAP7_75t_SL,368.568,286.056,43.2,,
u2/g16216,INVx1_ASAP7_75t_SL,347.832,270.936,43.2,,
u1/g18274,INVx1_ASAP7_75t_SL,110.664,210.456,43.2,46.61,3.41
u1/g18034,AOI321xp33_ASAP7_75t_SL,106.776,209.376,43.2,46.31,3.11
u1/FE_PHC4358_stage1_out_9,HB3xp67_ASAP7_75t_SL,164.448,183.456,43.2,46.36,3.16
u1/g15512,NOR3xp33_ASAP7_75t_SL,119.736,159.696,43.2,42.92,-0.28
u1/u5_u0_g2098,NOR2xp33_ASAP7_75t_SL,115.848,260.136,43.2,47.69,4.49
u1/g28923,AOI22xp5_ASAP7_75t_L,203.112,304.416,43.2,48.05,4.85
u1/g29911,INVx1_ASAP7_75t_SL,280.656,239.616,43.2,44.09,0.89
u1/R2_reg\[23\],,,,43.2,47.07,3.87
u1/FE_PHC6742_uk_K_r1_26,HB2xp67_ASAP7_75t_L,116.064,182.376,43.2,45.75,2.55
u1/g30232,XOR2xp5_ASAP7_75t_SL,248.904,233.136,43.2,47.74,4.54
u1/FE_PHC2449_uk_K_r1_53,HB2xp67_ASAP7_75t_SL,103.752,199.656,43.2,,
u2/u4_u6_g1894,AO332x1_ASAP7_75t_SL,324.936,256.896,43.2,,
u1/g12340,OAI22xp5_ASAP7_75t_SL,104.832,241.776,43.2,47.45,4.25
u1/u5_u2_g1993,INVx1_ASAP7_75t_SL,137.664,253.656,43.2,48.03,4.83
u0/u15_u0_g1993,A2O1A1Ixp33_ASAP7_75t_SL,140.04,143.496,43.2,,
u0/u15_u6_g1931,NOR2xp33_ASAP7_75t_SL,191.016,187.776,43.2,44.39,1.19
u1/g12465,XNOR2xp5_ASAP7_75t_SL,109.152,220.176,43.2,47.05,3.85
u1/u5_u0_g2103,INVx1_ASAP7_75t_SL,120.384,266.616,43.2,47.84,4.64
u1/u0_u0_g2075,AOI21xp5_ASAP7_75t_SL,126.432,153.216,43.2,43.16,-0.04
u1/R9_reg\[9\],,,,43.2,47.52,4.32
u1/g18415,AOI22xp5_ASAP7_75t_L,114.336,216.936,43.2,46.96,3.76
u1/u7_u0_g2069,INVx1_ASAP7_75t_SL,162.288,267.696,43.2,45.86,2.66
u1/g30854,XNOR2xp5_ASAP7_75t_SL,98.784,242.856,43.2,47.39,4.19
u1/u2_u2_g2035,INVx1_ASAP7_75t_SL,104.4,180.216,43.2,44.42,1.22
u1/g15643,AOI22xp5_ASAP7_75t_L,108.72,186.696,43.2,45.23,2.03
u1/g14234,XNOR2xp5_ASAP7_75t_SL,109.368,219.096,43.2,46.97,3.77
u1/u5_u0_g2050,OAI21xp5_ASAP7_75t_SL,115.2,262.296,43.2,47.36,4.16
u1/FE_PHC8392_L4_1,HB1xp67_ASAP7_75t_SL,124.704,269.856,43.2,47.74,4.54
u0/u15_u4_g2327,XOR2xp5_ASAP7_75t_SL,161.208,165.096,43.2,44.94,1.74
u1/L1_reg\[5\],,,,43.2,44.0,0.8
u0/g16749,XNOR2xp5_ASAP7_75t_SL,156.024,156.456,43.2,39.17,-4.03
u1/g30841,INVx1_ASAP7_75t_SL,106.992,248.256,43.2,47.56,4.36
u1/FE_PHC3525_uk_K_r13_4,HB1xp67_ASAP7_75t_L,280.224,249.336,43.19,44.85,1.66
u0/u14_u0_g2073,NAND2xp5_ASAP7_75t_SL,160.128,140.256,43.19,,
u1/g18156,INVx1_ASAP7_75t_SL,105.48,211.536,43.19,41.98,-1.21
u1/g18170,NOR2xp33_ASAP7_75t_SL,106.776,206.136,43.19,46.11,2.92
u1/FE_PHC1321_uk_K_r12_19,HB3xp67_ASAP7_75t_SL,268.56,243.936,43.19,46.12,2.93
u1/FE_PHC5020_R2_28,HB1xp67_ASAP7_75t_SL,110.448,238.536,43.19,47.71,4.52
u1/g16418,AOI22xp5_ASAP7_75t_SL,111.744,169.416,43.19,43.43,0.24
u1/u6_u4_g2333,INVx1_ASAP7_75t_SL,137.88,278.496,43.19,47.73,4.54
u1/FE_PHC7537_uk_K_r11_14,HB1xp67_ASAP7_75t_SL,226.224,294.696,43.19,47.75,4.56
u1/g15524,NAND2xp5_ASAP7_75t_SL,118.44,157.536,43.19,42.27,-0.92
u1/L13_reg\[21\],,,,43.19,46.94,3.75
u1/uk_K_r2_reg\[53\],,,,43.19,45.92,2.73
u1/g16879,XOR2xp5_ASAP7_75t_SL,230.544,216.936,43.19,47.73,4.54
u0/u14_u2_g2008,AOI22xp5_ASAP7_75t_SL,171.576,138.096,43.19,,
u1/g29700,OAI331xp33_ASAP7_75t_SL,283.896,238.536,43.19,44.51,1.32
u1/u15_u7_g2965,INVx1_ASAP7_75t_SL,268.128,335.736,43.19,43.08,-0.11
u2/u2_u5_g1941,INVx1_ASAP7_75t_SL,330.12,373.536,43.19,,
u0/FE_PHC8300_stage1_out_0,HB2xp67_ASAP7_75t_SL,139.608,164.016,43.19,44.53,1.34
u1/g28658,INVx1_ASAP7_75t_SL,153.648,206.136,43.18,47.6,4.42
u1/g18024,NOR5xp2_ASAP7_75t_SL,107.208,212.616,43.18,46.47,3.29
u1/g18163,NOR2xp33_ASAP7_75t_SL,106.992,208.296,43.18,46.35,3.17
u1/FE_PHC637_R3_24,HB3xp67_ASAP7_75t_SL,126.216,273.096,43.18,47.78,4.6
u1/FE_PHC4819_uk_K_r10_21,HB3xp67_ASAP7_75t_SL,226.008,305.496,43.18,47.99,4.81
u1/u4_u2_g1998,AND4x1_ASAP7_75t_SL,106.776,227.736,43.18,47.19,4.01
u1/g18304,XNOR2xp5_ASAP7_75t_SL,130.968,189.936,43.18,47.15,3.97
u1/u4_u2_g2006,A2O1A1Ixp33_ASAP7_75t_SL,108.72,226.656,43.18,47.23,4.05
u2/g15177,XNOR2xp5_ASAP7_75t_SL,294.48,364.896,43.18,,
u1/g29877,NAND2xp5_ASAP7_75t_SL,283.032,238.536,43.18,43.82,0.64
u1/u7_u2_g2037,INVx1_ASAP7_75t_SL,170.064,196.416,43.18,46.33,3.15
u1/uk_K_r12_reg\[1\],,,,43.18,48.05,4.87
u1/u7_u2_g1996,OAI22xp5_ASAP7_75t_SL,168.12,196.416,43.18,46.59,3.41
u1/u5_u0_g2053,AOI21xp5_ASAP7_75t_SL,116.712,268.776,43.18,47.42,4.24
u1/g29471,AOI22xp5_ASAP7_75t_L,269.856,256.896,43.18,46.7,3.52
u1/g18186,NAND2xp5_ASAP7_75t_SL,103.536,194.256,43.18,45.6,2.42
u1/g15699,XNOR2xp5_ASAP7_75t_SL,114.12,162.936,43.18,38.74,-4.44
u1/g16467,XNOR2xp5_ASAP7_75t_SL,165.528,186.696,43.18,46.49,3.31
u1/g30205,INVx1_ASAP7_75t_SL,241.56,220.176,43.18,47.71,4.53
u0/g29214,AOI22xp5_ASAP7_75t_L,184.536,127.296,43.18,,
u1/u2_u2_g1992,AOI22xp5_ASAP7_75t_SL,104.4,182.376,43.18,44.59,1.41
u1/g12287,AOI32xp33_ASAP7_75t_SL,179.568,200.736,43.18,46.9,3.72
u1/g29162,XNOR2xp5_ASAP7_75t_SL,105.48,219.096,43.18,46.85,3.67
u1/g29738,OAI31xp33_ASAP7_75t_SL,289.512,239.616,43.18,43.79,0.61
u1/g15566,INVx1_ASAP7_75t_SL,117.576,157.536,43.18,42.27,-0.91
u1/FE_PHC6674_uk_K_r8_43,HB2xp67_ASAP7_75t_L,176.544,291.456,43.18,47.72,4.54
u1/g16781,AOI22xp5_ASAP7_75t_SL,268.776,253.656,43.18,46.66,3.48
u1/g17952,INVx1_ASAP7_75t_SL,136.584,203.976,43.18,,
u1/g30225,XNOR2xp5_ASAP7_75t_SL,251.928,227.736,43.18,47.71,4.53
u1/u5_u0_g2031,OA211x2_ASAP7_75t_SL,121.464,267.696,43.18,47.64,4.46
u1/g16766,XNOR2xp5_ASAP7_75t_SL,270.072,341.136,43.17,40.94,-2.23
u1/FE_PHC5357_L2_18,HB1xp67_ASAP7_75t_SL,106.344,207.216,43.17,46.2,3.03
u1/u4_u0_g2074,INVx1_ASAP7_75t_SL,111.744,246.096,43.17,47.1,3.93
u0/FE_PHC262_R12_5,HB2xp67_ASAP7_75t_L,184.536,131.616,43.17,,
u0/u14_u2_g2001,AND4x1_ASAP7_75t_SL,167.688,137.016,43.17,41.61,-1.56
u2/FE_PHC7973_uk_K_r1_1,HB1xp67_ASAP7_75t_SL,291.888,353.016,43.17,,
u1/g30221,INVx1_ASAP7_75t_SL,249.336,222.336,43.17,47.66,4.49
u2/u1_u5_g1864,OAI311xp33_ASAP7_75t_SL,300.096,370.296,43.17,,
u0/FE_PHC1176_stage1_out_11,HB3xp67_ASAP7_75t_SL,143.496,154.296,43.17,44.34,1.17
u1/g17923,INVx1_ASAP7_75t_SL,124.704,267.696,43.17,47.75,4.58
u2/u5_u7_g2506,NOR2xp33_ASAP7_75t_SL,299.016,242.856,43.17,,
u1/FE_PHC5742_uk_K_r6_28,HB1xp67_ASAP7_75t_SL,155.592,295.776,43.17,48.04,4.87
u2/u5_u7_g2492,OAI32xp33_ASAP7_75t_SL,293.616,242.856,43.17,,
u1/u5_u0_g2075,INVx1_ASAP7_75t_SL,123.408,263.376,43.17,42.82,-0.35
u2/u4_u6_g1898,AOI22xp5_ASAP7_75t_SL,322.344,254.736,43.17,,
u1/FE_PHC6756_R3_23,HB3xp67_ASAP7_75t_L,103.752,250.416,43.17,46.35,3.18
u2/g12036,XNOR2xp5_ASAP7_75t_SL,282.168,351.936,43.17,40.93,-2.24
u0/u13_u0_g2044,AOI21xp5_ASAP7_75t_SL,182.16,139.176,43.17,,
u0/u15_u7_g2934,INVx1_ASAP7_75t_SL,180.432,176.976,43.17,,
u2/u1_u5_g1903,NAND2xp5_ASAP7_75t_SL,301.392,371.376,43.17,,
u1/uk_K_r13_reg\[40\],,,,43.17,45.84,2.67
u1/g30813,OAI22xp5_ASAP7_75t_SL,104.616,249.336,43.17,47.29,4.12
u0/u15_u7_g2916,NOR2xp33_ASAP7_75t_SL,179.568,176.976,43.17,44.9,1.73
u2/u4_u4_g2267,OAI22xp5_ASAP7_75t_SL,339.84,263.376,43.17,,
u1/u6_u4_g2269,AND4x1_ASAP7_75t_SL,137.88,288.216,43.17,47.24,4.07
u0/u15_u0_g2012,AOI22xp5_ASAP7_75t_SL,147.384,141.336,43.17,42.6,-0.57
